"origin","destination","distance","duration"
"B0FFF8Z69A","B0FFK4YCJ8",273.486,3.56666666666667
"B0FFF8Z69A","B0I675OYZQ",257.618,3.86666666666667
"B0FFF8Z69A","B0FFG4GVOV",376.866,4.66666666666667
"B0FFF8Z69A","B0GRRBHAKJ",397.083,5.1
"B0FFGYNGHQ","B0FFK83QI3",132.043,1.65
"B0FFGYNGHQ","B0HDRHT0UU",171.671,2.23333333333333
"B0FFGYNGHQ","B0FFL9Q85P",131.045,1.75
"B0FFGYNGHQ","B0G0ZLYTOF",134.046,2.01666666666667
"B0FFGYNGHQ","B0G1AO0IBH",104.4,1.41666666666667
"B0FFGYNGHQ","B0FFH4SOJP",105.001,1.4
"B0FFGYNGHQ","B0FFFRS0IH",122.813,1.61666666666667
"B0FFGYNGHQ","B0FFLC9J93",162.898,2.08333333333333
"B0FFGYNGHQ","B0G0NZW2VU",126.469,1.56666666666667
"B0FFGYNGHQ","B0G13KYBJL",168.131,2.2
"B0FFGYNGHQ","B00190CNHV",121.277,1.6
"B0FFGYNGHQ","B0FFH1DRA5",146.795,2.26666666666667
"B0FFGYNGHQ","B0FFL9CGXN",135.748,2.08333333333333
"B0FFGYNGHQ","B0FFH70JG8",152.012,2.08333333333333
"B0FFGYNGHQ","B0FFHXJXZR",65.075,0.933333333333333
"B0FFGYNGHQ","B0FFF8Z69A",30.115,0.833333333333333
"B0FFGYNGHQ","B0GUAXEBYM",8.638,0.25
"B0FFGYNGHQ","B0FFHCRHH3",27.105,0.616666666666667
"B0FFGYNGHQ","B0FFG9F43K",28.913,0.7
"B0FFGYNGHQ","B0FFGTI293",46.46,0.866666666666667
"B0FFGYNGHQ","B0FFHE4XO4",16.112,0.483333333333333
"B0FFGYNGHQ","B0FFK4CQ2L",15.252,0.433333333333333
"B0FFGYNGHQ","B0FFJONTQ7",38.622,0.766666666666667
"B0FFGYNGHQ","B0FFHJD9U9",42.288,1.05
"B0FFGYNGHQ","B0FFHF2VI7",55.714,1.31666666666667
"B0FFGYNGHQ","B0FFK7ZQFN",64.971,1.03333333333333
"B0FFGYNGHQ","B0FFFU612V",41.115,0.95
"B0FFGYNGHQ","B0FFITJD3C",80.759,1.73333333333333
"B0FFGYNGHQ","B0FFFTQ4U7",68.697,1.28333333333333
"B0FFGYNGHQ","B01FE15XQH",56.713,1.18333333333333
"B0FFGYNGHQ","B0FFL7OZ0J",72.968,1.33333333333333
"B0FFGYNGHQ","B0FFGZQ43R",60.79,1.11666666666667
"B0FFGYNGHQ","B01FE15UUN",83.484,1.21666666666667
"B0FFGYNGHQ","B0FFJN8WFQ",65.696,1.1
"B0FFGYNGHQ","B01FE0J0V7",35.238,0.95
"B0FFGYNGHQ","B0FFHDQA5M",115.467,1.55
"B0FFGYNGHQ","B0FFGAIWAV",139.771,1.81666666666667
"B0FFGYNGHQ","B0GDDXZDXN",134.706,1.73333333333333
"B0FFGYNGHQ","B0FFFOM198",71.673,1.23333333333333
"B0FFGYNGHQ","B0FFI8WH5V",90.271,1.35
"B0FFGYNGHQ","B02000JJN1",116.007,1.6
"B0FFGYNGHQ","B02001C3PG",82.697,1.28333333333333
"B0FFGYNGHQ","B02000JJ21",110.727,1.6
"B0FFGYNGHQ","B0FFH0WGKS",125.914,1.73333333333333
"B0FFGYNGHQ","B0FFKZGWZ9",137.767,1.9
"B0FFGYNGHQ","B0FFGJ1NAK",102.318,1.55
"B0FFGYNGHQ","B02000JR6M",86.061,1.35
"B0FFGYNGHQ","B0FFGIBTXI",136.129,1.88333333333333
"B0FFGYNGHQ","B0FFHY6PN3",100.84,1.43333333333333
"B0FFGYNGHQ","B0FFHFSCFH",118.355,1.76666666666667
"B0FFGYNGHQ","B0IGCZC15I",145.29,1.88333333333333
"B0FFGYNGHQ","B0FFHD3E8G",97.778,1.5
"B0FFGYNGHQ","B0FFHC9CJ8",80.795,1.43333333333333
"B0FFGYNGHQ","B0FFH61OBO",138.157,1.83333333333333
"B0FFGYNGHQ","B0FFHNXOVT",152.887,2.01666666666667
"B0FFGYNGHQ","B0FFL37B6B",143.963,1.98333333333333
"B0FFGYNGHQ","B0FFF4JOKL",146.166,2.03333333333333
"B0FFGYNGHQ","B0I6TYMZJG",147.911,1.83333333333333
"B0FFGYNGHQ","B0IG9RDYYV",117,1.68333333333333
"B0FFGYNGHQ","B0FFLPWCQK",166.313,2.1
"B0FFGYNGHQ","B0FFFVN7JT",188.815,2.55
"B0FFGYNGHQ","B0FFHW4GZB",257.01,2.88333333333333
"B0FFGYNGHQ","B0FFLA9ZTX",215.196,3.36666666666667
"B0FFGYNGHQ","B023B15E6D",255.071,2.88333333333333
"B0FFGYNGHQ","B0FFKZT863",216.974,3.23333333333333
"B0FFGYNGHQ","B0FFHN6ZU2",181.986,2.51666666666667
"B0FFGYNGHQ","B0FFHOJIJ7",170.609,2.33333333333333
"B0FFGYNGHQ","B0FFK85V4K",242.25,2.76666666666667
"B0FFGYNGHQ","B0FFHD26K7",201.43,3.1
"B0FFGYNGHQ","B0G25CU48P",330.007,3.65
"B0FFGYNGHQ","B0FFMBV9V0",191.609,2.73333333333333
"B0FFGYNGHQ","B0GUBCOVO3",170.544,2.23333333333333
"B0FFGYNGHQ","B0H135MBEW",173.043,2.35
"B0FFGYNGHQ","B0FFHXOBD1",211.354,2.53333333333333
"B0FFGYNGHQ","B0FFL81IUU",236.191,2.7
"B0FFGYNGHQ","B0FFGQ8EH5",254.835,2.85
"B0FFGYNGHQ","B0HA6CDCW1",264.428,3.01666666666667
"B0FFGYNGHQ","B0FFKHC9PU",341.764,4.05
"B0FFGYNGHQ","B0G30DK65S",278.414,3.5
"B0FFGYNGHQ","B0FFG2I6S2",314.297,3.66666666666667
"B0FFGYNGHQ","B0FFKVXSFY",316.252,3.71666666666667
"B0FFGYNGHQ","B0FFK7XY6U",306.055,3.65
"B0FFGYNGHQ","B0FFFA8L2B",321.953,3.76666666666667
"B0FFGYNGHQ","B0HU55O3W8",258.407,3.73333333333333
"B0FFGYNGHQ","B023E12FTI",305.87,3.56666666666667
"B0FFGYNGHQ","B0FFM9VWFS",375.814,4.3
"B0FFGYNGHQ","B0FFI22X6S",319.107,3.68333333333333
"B0FFGYNGHQ","B0G2MKTPMP",169.613,2.13333333333333
"B0FFGYNGHQ","B00156GGDT",199.791,2.61666666666667
"B0FFGYNGHQ","B0FFGPRVIT",181.818,2.31666666666667
"B0FFGYNGHQ","B0FFJRVTYE",185.69,2.31666666666667
"B0FFGYNGHQ","B0FFJ1CPHP",159.205,2.13333333333333
"B0FFGYNGHQ","B00156ODDT",168.756,2.13333333333333
"B0FFGYNGHQ","B0FFG94S3Z",197.195,2.45
"B0FFGYNGHQ","B0FFLCF954",166.35,2.6
"B0FFGYNGHQ","B0FFFA2AO6",180.746,2.35
"B0FFGYNGHQ","B0FFKDRXE8",227.463,2.96666666666667
"B0FFGYNGHQ","B0FFH62FC9",194.382,2.48333333333333
"B0FFGYNGHQ","B0FFKSVI1S",200.767,2.63333333333333
"B0FFGYNGHQ","B0FFHHTBED",204.578,2.56666666666667
"B0FFGYNGHQ","B0FFH6WPC3",193.132,2.55
"B0FFGYNGHQ","B0FFHQJR9Q",181.631,2.31666666666667
"B0FFGYNGHQ","B0FFI9JCED",163.306,2.2
"B0FFGYNGHQ","B00156D6K6",203.876,2.56666666666667
"B0FFGYNGHQ","B0FFGO36Q6",208.91,2.68333333333333
"B0FFGYNGHQ","B0FFHLH9SB",84.185,1.31666666666667
"B0FFGYNGHQ","B0FFIS83Q7",74.196,1.33333333333333
"B0FFGYNGHQ","B0GUCU8FLD",118.983,1.7
"B0FFGYNGHQ","B0FFG2575E",103.176,1.4
"B0FFGYNGHQ","B0FFH3869T",134.275,1.98333333333333
"B0FFGYNGHQ","B0FFG0GSMW",203.024,2.71666666666667
"B0FFGYNGHQ","B0FFFRXR3L",203.428,2.75
"B0FFGYNGHQ","B0G3AZBRXL",125.865,1.58333333333333
"B0FFGYNGHQ","B020215DUP",120.217,1.65
"B0FFGYNGHQ","B0GKC6MA4E",146.752,1.8
"B0FFGYNGHQ","B0202173FW",143.881,1.78333333333333
"B0FFGYNGHQ","B0H1TCJ4IO",115.846,1.63333333333333
"B0FFGYNGHQ","B0FFF4HNKG",111.979,1.58333333333333
"B0FFGYNGHQ","B020216GML",109.102,1.56666666666667
"B0FFGYNGHQ","B0202150WR",107.535,1.43333333333333
"B0FFGYNGHQ","B0FFHDQ3SM",165.171,2.2
"B0FFGYNGHQ","B0GUVDW01P",207.115,2.61666666666667
"B0FFGYNGHQ","B023D040HU",170.478,2.55
"B0FFGYNGHQ","B0FFI2KAV3",175.686,2.71666666666667
"B0FFGYNGHQ","B0FFITCS2H",202.09,2.66666666666667
"B0FFGYNGHQ","B0HBXZQDWS",182.14,2.45
"B0FFGYNGHQ","B0HGFN3J8T",179.119,2.13333333333333
"B0FFGYNGHQ","B0FFJ01V55",188.152,2.55
"B0FFGYNGHQ","B0I60OAVXT",164.939,2.11666666666667
"B0FFGYNGHQ","B0FFKGBPOF",186.075,2.33333333333333
"B0FFGYNGHQ","B0FFHD6O3A",198.487,2.55
"B0FFGYNGHQ","B0FFJRXFMW",219.085,2.6
"B0FFGYNGHQ","B0FFLHS22C",169.366,2.18333333333333
"B0FFGYNGHQ","B0FFLO95L8",216.733,2.73333333333333
"B0FFGYNGHQ","B0FFLK4EPS",199.77,2.98333333333333
"B0FFGYNGHQ","B0FFL6KA9D",177.835,2.18333333333333
"B0FFGYNGHQ","B0FFH1UGLN",233.331,2.76666666666667
"B0FFGYNGHQ","B0FFK4YCJ8",254.042,3.16666666666667
"B0FFGYNGHQ","B0I675OYZQ",234.344,3.48333333333333
"B0FFGYNGHQ","B0FFG4GVOV",357.422,4.15
"B0FFGYNGHQ","B0GRRBHAKJ",377.639,4.58333333333333
"B0GUAXEBYM","B0FFK83QI3",139.001,1.75
"B0GUAXEBYM","B0HDRHT0UU",178.629,2.33333333333333
"B0GUAXEBYM","B0FFL9Q85P",138.003,1.86666666666667
"B0GUAXEBYM","B0G0ZLYTOF",141.004,2.16666666666667
"B0GUAXEBYM","B0G1AO0IBH",111.358,1.53333333333333
"B0GUAXEBYM","B0FFH4SOJP",111.959,1.5
"B0GUAXEBYM","B0FFFRS0IH",129.771,1.75
"B0GUAXEBYM","B0FFLC9J93",169.856,2.21666666666667
"B0GUAXEBYM","B0G0NZW2VU",133.427,1.68333333333333
"B0GUAXEBYM","B0G13KYBJL",175.089,2.26666666666667
"B0GUAXEBYM","B00190CNHV",128.235,1.71666666666667
"B0GUAXEBYM","B0FFH1DRA5",153.753,2.35
"B0GUAXEBYM","B0FFL9CGXN",142.706,2.25
"B0GUAXEBYM","B0FFH70JG8",158.97,2.16666666666667
"B0GUAXEBYM","B0FFHXJXZR",69.616,1.11666666666667
"B0GUAXEBYM","B0FFF8Z69A",37.073,0.95
"B0GUAXEBYM","B0FFGYNGHQ",8.435,0.25
"B0GUAXEBYM","B0FFHCRHH3",34.063,0.766666666666667
"B0GUAXEBYM","B0FFG9F43K",35.871,0.816666666666667
"B0GUAXEBYM","B0FFGTI293",53.418,1
"B0GUAXEBYM","B0FFHE4XO4",23.07,0.633333333333333
"B0GUAXEBYM","B0FFK4CQ2L",22.21,0.583333333333333
"B0GUAXEBYM","B0FFJONTQ7",45.58,0.883333333333333
"B0GUAXEBYM","B0FFHJD9U9",43.234,1
"B0GUAXEBYM","B0FFHF2VI7",57.161,1.33333333333333
"B0GUAXEBYM","B0FFK7ZQFN",71.929,1.15
"B0GUAXEBYM","B0FFFU612V",48.073,1.06666666666667
"B0GUAXEBYM","B0FFITJD3C",76.017,1.61666666666667
"B0GUAXEBYM","B0FFFTQ4U7",75.655,1.35
"B0GUAXEBYM","B01FE15XQH",63.671,1.31666666666667
"B0GUAXEBYM","B0FFL7OZ0J",62.651,1.41666666666667
"B0GUAXEBYM","B0FFGZQ43R",61.882,1.13333333333333
"B0GUAXEBYM","B01FE15UUN",93.799,1.35
"B0GUAXEBYM","B0FFJN8WFQ",59.989,0.983333333333333
"B0GUAXEBYM","B01FE0J0V7",41.121,0.833333333333333
"B0GUAXEBYM","B0FFHDQA5M",122.189,1.6
"B0GUAXEBYM","B0FFGAIWAV",135.256,1.73333333333333
"B0GUAXEBYM","B0GDDXZDXN",130.191,1.63333333333333
"B0GUAXEBYM","B0FFFOM198",65.966,1.13333333333333
"B0GUAXEBYM","B0FFI8WH5V",85.756,1.25
"B0GUAXEBYM","B02000JJN1",111.492,1.51666666666667
"B0GUAXEBYM","B02001C3PG",89.655,1.45
"B0GUAXEBYM","B02000JJ21",106.212,1.5
"B0GUAXEBYM","B0FFH0WGKS",114.49,1.68333333333333
"B0GUAXEBYM","B0FFKZGWZ9",144.725,2.03333333333333
"B0GUAXEBYM","B0FFGJ1NAK",112.881,1.55
"B0GUAXEBYM","B02000JR6M",76.053,1.3
"B0GUAXEBYM","B0FFGIBTXI",143.087,2.01666666666667
"B0GUAXEBYM","B0FFHY6PN3",107.798,1.56666666666667
"B0GUAXEBYM","B0FFHFSCFH",113.84,1.68333333333333
"B0GUAXEBYM","B0IGCZC15I",129.59,1.81666666666667
"B0GUAXEBYM","B0FFHD3E8G",92.071,1.35
"B0GUAXEBYM","B0FFHC9CJ8",68.284,1.33333333333333
"B0GUAXEBYM","B0FFH61OBO",133.642,1.73333333333333
"B0GUAXEBYM","B0FFHNXOVT",148.372,1.91666666666667
"B0GUAXEBYM","B0FFL37B6B",139.448,1.9
"B0GUAXEBYM","B0FFF4JOKL",141.651,1.95
"B0GUAXEBYM","B0I6TYMZJG",143.396,1.73333333333333
"B0GUAXEBYM","B0IG9RDYYV",112.485,1.6
"B0GUAXEBYM","B0FFLPWCQK",160.606,2
"B0GUAXEBYM","B0FFFVN7JT",183.108,2.45
"B0GUAXEBYM","B0FFHW4GZB",251.303,2.76666666666667
"B0GUAXEBYM","B0FFLA9ZTX",209.489,3.28333333333333
"B0GUAXEBYM","B023B15E6D",249.364,2.75
"B0GUAXEBYM","B0FFKZT863",211.267,3.13333333333333
"B0GUAXEBYM","B0FFHN6ZU2",176.279,2.4
"B0GUAXEBYM","B0FFHOJIJ7",164.902,2.23333333333333
"B0GUAXEBYM","B0FFK85V4K",236.543,2.66666666666667
"B0GUAXEBYM","B0FFHD26K7",195.723,2.98333333333333
"B0GUAXEBYM","B0G25CU48P",324.3,3.51666666666667
"B0GUAXEBYM","B0FFMBV9V0",185.902,2.61666666666667
"B0GUAXEBYM","B0GUBCOVO3",164.837,2.1
"B0GUAXEBYM","B0H135MBEW",167.336,2.13333333333333
"B0GUAXEBYM","B0FFHXOBD1",205.647,2.41666666666667
"B0GUAXEBYM","B0FFL81IUU",230.484,2.58333333333333
"B0GUAXEBYM","B0FFGQ8EH5",249.128,2.73333333333333
"B0GUAXEBYM","B0HA6CDCW1",258.721,2.88333333333333
"B0GUAXEBYM","B0FFKHC9PU",337.249,3.91666666666667
"B0GUAXEBYM","B0G30DK65S",273.899,3.38333333333333
"B0GUAXEBYM","B0FFG2I6S2",309.782,3.55
"B0GUAXEBYM","B0FFKVXSFY",311.737,3.6
"B0GUAXEBYM","B0FFK7XY6U",301.54,3.51666666666667
"B0GUAXEBYM","B0FFFA8L2B",317.438,3.63333333333333
"B0GUAXEBYM","B0HU55O3W8",253.892,3.61666666666667
"B0GUAXEBYM","B023E12FTI",301.355,3.45
"B0GUAXEBYM","B0FFM9VWFS",371.299,4.16666666666667
"B0GUAXEBYM","B0FFI22X6S",314.592,3.55
"B0GUAXEBYM","B0G2MKTPMP",165.098,2.05
"B0GUAXEBYM","B00156GGDT",195.276,2.53333333333333
"B0GUAXEBYM","B0FFGPRVIT",177.303,2.23333333333333
"B0GUAXEBYM","B0FFJRVTYE",181.175,2.23333333333333
"B0GUAXEBYM","B0FFJ1CPHP",167.831,2.06666666666667
"B0GUAXEBYM","B00156ODDT",164.241,2.06666666666667
"B0GUAXEBYM","B0FFG94S3Z",192.68,2.36666666666667
"B0GUAXEBYM","B0FFLCF954",166.877,2.56666666666667
"B0GUAXEBYM","B0FFFA2AO6",176.231,2.26666666666667
"B0GUAXEBYM","B0FFKDRXE8",222.948,2.86666666666667
"B0GUAXEBYM","B0FFH62FC9",189.867,2.4
"B0GUAXEBYM","B0FFKSVI1S",196.252,2.55
"B0GUAXEBYM","B0FFHHTBED",200.063,2.48333333333333
"B0GUAXEBYM","B0FFH6WPC3",188.617,2.43333333333333
"B0GUAXEBYM","B0FFHQJR9Q",177.116,2.21666666666667
"B0GUAXEBYM","B0FFI9JCED",158.791,2.11666666666667
"B0GUAXEBYM","B00156D6K6",199.361,2.48333333333333
"B0GUAXEBYM","B0FFGO36Q6",204.395,2.6
"B0GUAXEBYM","B0FFHLH9SB",91.143,1.38333333333333
"B0GUAXEBYM","B0FFIS83Q7",81.154,1.5
"B0GUAXEBYM","B0GUCU8FLD",125.941,1.83333333333333
"B0GUAXEBYM","B0FFG2575E",110.134,1.53333333333333
"B0GUAXEBYM","B0FFH3869T",141.233,2.1
"B0GUAXEBYM","B0FFG0GSMW",209.982,2.85
"B0GUAXEBYM","B0FFFRXR3L",210.386,2.88333333333333
"B0GUAXEBYM","B0G3AZBRXL",132.823,1.7
"B0GUAXEBYM","B020215DUP",127.175,1.78333333333333
"B0GUAXEBYM","B0GKC6MA4E",153.71,1.95
"B0GUAXEBYM","B0202173FW",150.839,1.91666666666667
"B0GUAXEBYM","B0H1TCJ4IO",122.804,1.76666666666667
"B0GUAXEBYM","B0FFF4HNKG",118.937,1.71666666666667
"B0GUAXEBYM","B020216GML",116.06,1.71666666666667
"B0GUAXEBYM","B0202150WR",114.493,1.56666666666667
"B0GUAXEBYM","B0FFHDQ3SM",160.656,2.11666666666667
"B0GUAXEBYM","B0GUVDW01P",202.6,2.5
"B0GUAXEBYM","B023D040HU",165.963,2.46666666666667
"B0GUAXEBYM","B0FFI2KAV3",169.304,2.26666666666667
"B0GUAXEBYM","B0FFITCS2H",196.383,2.56666666666667
"B0GUAXEBYM","B0HBXZQDWS",177.625,2.35
"B0GUAXEBYM","B0HGFN3J8T",174.604,2.05
"B0GUAXEBYM","B0FFJ01V55",182.445,2.43333333333333
"B0GUAXEBYM","B0I60OAVXT",160.424,2.01666666666667
"B0GUAXEBYM","B0FFKGBPOF",181.56,2.23333333333333
"B0GUAXEBYM","B0FFHD6O3A",193.972,2.46666666666667
"B0GUAXEBYM","B0FFJRXFMW",214.57,2.51666666666667
"B0GUAXEBYM","B0FFLHS22C",164.851,2.08333333333333
"B0GUAXEBYM","B0FFLO95L8",212.218,2.63333333333333
"B0GUAXEBYM","B0FFLK4EPS",194.063,2.91666666666667
"B0GUAXEBYM","B0FFL6KA9D",173.32,2.1
"B0GUAXEBYM","B0FFH1UGLN",228.816,2.66666666666667
"B0GUAXEBYM","B0FFK4YCJ8",244.02,3.65
"B0GUAXEBYM","B0I675OYZQ",228.637,3.5
"B0GUAXEBYM","B0FFG4GVOV",352.907,4.03333333333333
"B0GUAXEBYM","B0GRRBHAKJ",373.124,4.48333333333333
"B0FFHCRHH3","B0FFK83QI3",115.4,1.45
"B0FFHCRHH3","B0HDRHT0UU",155.028,2.05
"B0FFHCRHH3","B0FFL9Q85P",127.114,1.68333333333333
"B0FFHCRHH3","B0G0ZLYTOF",117.403,1.85
"B0FFHCRHH3","B0G1AO0IBH",132.976,1.93333333333333
"B0FFHCRHH3","B0FFH4SOJP",133.577,1.91666666666667
"B0FFHCRHH3","B0FFFRS0IH",121.046,1.61666666666667
"B0FFHCRHH3","B0FFLC9J93",177.513,2.13333333333333
"B0FFHCRHH3","B0G0NZW2VU",155.045,2.23333333333333
"B0FFHCRHH3","B0G13KYBJL",151.488,1.98333333333333
"B0FFHCRHH3","B00190CNHV",149.853,2.25
"B0FFHCRHH3","B0FFH1DRA5",130.152,2.06666666666667
"B0FFHCRHH3","B0FFL9CGXN",119.105,1.9
"B0FFHCRHH3","B0FFH70JG8",140.727,1.86666666666667
"B0FFHCRHH3","B0FFHXJXZR",93.651,1.4
"B0FFHCRHH3","B0FFF8Z69A",33.282,1.06666666666667
"B0FFHCRHH3","B0FFGYNGHQ",37.596,1.05
"B0FFHCRHH3","B0GUAXEBYM",44.801,1.25
"B0FFHCRHH3","B0FFG9F43K",13.809,0.5
"B0FFHCRHH3","B0FFGTI293",29.817,0.683333333333333
"B0FFHCRHH3","B0FFHE4XO4",20.704,0.55
"B0FFHCRHH3","B0FFK4CQ2L",13.761,0.35
"B0FFHCRHH3","B0FFJONTQ7",22.498,0.8
"B0FFHCRHH3","B0FFHJD9U9",34.885,0.933333333333333
"B0FFHCRHH3","B0FFHF2VI7",48.311,1.25
"B0FFHCRHH3","B0FFK7ZQFN",57.697,0.966666666666667
"B0FFHCRHH3","B0FFFU612V",33.841,0.883333333333333
"B0FFHCRHH3","B0FFITJD3C",73.356,1.66666666666667
"B0FFHCRHH3","B0FFFTQ4U7",61.423,1.2
"B0FFHCRHH3","B01FE15XQH",23.817,0.733333333333333
"B0FFHCRHH3","B0FFL7OZ0J",65.565,1.33333333333333
"B0FFHCRHH3","B0FFGZQ43R",53.387,1.1
"B0FFHCRHH3","B01FE15UUN",76.21,1.16666666666667
"B0FFHCRHH3","B0FFJN8WFQ",65.349,1.31666666666667
"B0FFHCRHH3","B01FE0J0V7",33.724,0.916666666666667
"B0FFHCRHH3","B0FFHDQA5M",108.193,1.5
"B0FFHCRHH3","B0FFGAIWAV",132.368,1.75
"B0FFHCRHH3","B0GDDXZDXN",127.303,1.65
"B0FFHCRHH3","B0FFFOM198",80.053,1.3
"B0FFHCRHH3","B0FFI8WH5V",82.868,1.28333333333333
"B0FFHCRHH3","B02000JJN1",108.604,1.53333333333333
"B0FFHCRHH3","B02001C3PG",75.423,1.28333333333333
"B0FFHCRHH3","B02000JJ21",103.324,1.51666666666667
"B0FFHCRHH3","B0FFH0WGKS",118.511,1.65
"B0FFHCRHH3","B0FFKZGWZ9",130.493,1.85
"B0FFHCRHH3","B0FFGJ1NAK",95.044,1.51666666666667
"B0FFHCRHH3","B02000JR6M",78.658,1.31666666666667
"B0FFHCRHH3","B0FFGIBTXI",128.855,1.81666666666667
"B0FFHCRHH3","B0FFHY6PN3",93.566,1.36666666666667
"B0FFHCRHH3","B0FFHFSCFH",110.952,1.68333333333333
"B0FFHCRHH3","B0IGCZC15I",137.887,1.81666666666667
"B0FFHCRHH3","B0FFHD3E8G",102.042,1.5
"B0FFHCRHH3","B0FFHC9CJ8",73.392,1.35
"B0FFHCRHH3","B0FFH61OBO",130.754,1.76666666666667
"B0FFHCRHH3","B0FFHNXOVT",145.484,1.95
"B0FFHCRHH3","B0FFL37B6B",136.56,1.9
"B0FFHCRHH3","B0FFF4JOKL",138.763,1.96666666666667
"B0FFHCRHH3","B0I6TYMZJG",140.508,1.75
"B0FFHCRHH3","B0IG9RDYYV",109.597,1.6
"B0FFHCRHH3","B0FFLPWCQK",207.803,2.88333333333333
"B0FFHCRHH3","B0FFFVN7JT",230.305,3.35
"B0FFHCRHH3","B0FFHW4GZB",280.491,3.66666666666667
"B0FFHCRHH3","B0FFLA9ZTX",226.81,2.86666666666667
"B0FFHCRHH3","B023B15E6D",296.561,3.7
"B0FFHCRHH3","B0FFKZT863",245.916,3.31666666666667
"B0FFHCRHH3","B0FFHN6ZU2",223.476,3.28333333333333
"B0FFHCRHH3","B0FFHOJIJ7",212.099,3.16666666666667
"B0FFHCRHH3","B0FFK85V4K",283.74,3.61666666666667
"B0FFHCRHH3","B0FFHD26K7",230.351,3.08333333333333
"B0FFHCRHH3","B0G25CU48P",371.497,4.46666666666667
"B0FFHCRHH3","B0FFMBV9V0",221.27,3.23333333333333
"B0FFHCRHH3","B0GUBCOVO3",212.034,3.03333333333333
"B0FFHCRHH3","B0H135MBEW",214.533,3.21666666666667
"B0FFHCRHH3","B0FFHXOBD1",252.844,3.45
"B0FFHCRHH3","B0FFL81IUU",277.681,3.53333333333333
"B0FFHCRHH3","B0FFGQ8EH5",296.325,3.68333333333333
"B0FFHCRHH3","B0HA6CDCW1",305.918,3.83333333333333
"B0FFHCRHH3","B0FFKHC9PU",334.361,3.98333333333333
"B0FFHCRHH3","B0G30DK65S",271.011,3.53333333333333
"B0FFHCRHH3","B0FFG2I6S2",306.894,3.6
"B0FFHCRHH3","B0FFKVXSFY",308.849,3.65
"B0FFHCRHH3","B0FFK7XY6U",298.652,3.58333333333333
"B0FFHCRHH3","B0FFFA8L2B",314.55,3.7
"B0FFHCRHH3","B0HU55O3W8",251.004,3.66666666666667
"B0FFHCRHH3","B023E12FTI",298.467,3.5
"B0FFHCRHH3","B0FFM9VWFS",368.411,4.21666666666667
"B0FFHCRHH3","B0FFI22X6S",311.704,3.61666666666667
"B0FFHCRHH3","B0G2MKTPMP",162.21,2.08333333333333
"B0FFHCRHH3","B00156GGDT",192.388,2.55
"B0FFHCRHH3","B0FFGPRVIT",174.415,2.25
"B0FFHCRHH3","B0FFJRVTYE",178.287,2.25
"B0FFHCRHH3","B0FFJ1CPHP",151.931,2.06666666666667
"B0FFHCRHH3","B00156ODDT",161.353,2.08333333333333
"B0FFHCRHH3","B0FFG94S3Z",189.792,2.36666666666667
"B0FFHCRHH3","B0FFLCF954",159.076,2.53333333333333
"B0FFHCRHH3","B0FFFA2AO6",173.343,2.28333333333333
"B0FFHCRHH3","B0FFKDRXE8",220.06,2.88333333333333
"B0FFHCRHH3","B0FFH62FC9",186.979,2.41666666666667
"B0FFHCRHH3","B0FFKSVI1S",193.364,2.56666666666667
"B0FFHCRHH3","B0FFHHTBED",197.175,2.5
"B0FFHCRHH3","B0FFH6WPC3",185.729,2.46666666666667
"B0FFHCRHH3","B0FFHQJR9Q",174.228,2.25
"B0FFHCRHH3","B0FFI9JCED",155.903,2.13333333333333
"B0FFHCRHH3","B00156D6K6",196.473,2.5
"B0FFHCRHH3","B0FFGO36Q6",201.507,2.61666666666667
"B0FFHCRHH3","B0FFHLH9SB",67.646,1.11666666666667
"B0FFHCRHH3","B0FFIS83Q7",57.553,1.1
"B0FFHCRHH3","B0GUCU8FLD",102.34,1.55
"B0FFHCRHH3","B0FFG2575E",86.533,1.26666666666667
"B0FFHCRHH3","B0FFH3869T",117.632,1.81666666666667
"B0FFHCRHH3","B0FFG0GSMW",186.485,2.56666666666667
"B0FFHCRHH3","B0FFFRXR3L",186.889,2.58333333333333
"B0FFHCRHH3","B0G3AZBRXL",109.326,1.4
"B0FFHCRHH3","B020215DUP",103.678,1.5
"B0FFHCRHH3","B0GKC6MA4E",130.109,1.61666666666667
"B0FFHCRHH3","B0202173FW",127.238,1.58333333333333
"B0FFHCRHH3","B0H1TCJ4IO",99.307,1.51666666666667
"B0FFHCRHH3","B0FFF4HNKG",95.44,1.45
"B0FFHCRHH3","B020216GML",92.563,1.4
"B0FFHCRHH3","B0202150WR",90.996,1.3
"B0FFHCRHH3","B0FFHDQ3SM",157.768,2.13333333333333
"B0FFHCRHH3","B0GUVDW01P",199.712,2.53333333333333
"B0FFHCRHH3","B023D040HU",163.075,2.51666666666667
"B0FFHCRHH3","B0FFI2KAV3",168.283,2.68333333333333
"B0FFHCRHH3","B0FFITCS2H",216.476,2.7
"B0FFHCRHH3","B0HBXZQDWS",174.737,2.38333333333333
"B0FFHCRHH3","B0HGFN3J8T",171.716,2.06666666666667
"B0FFHCRHH3","B0FFJ01V55",208.355,2.5
"B0FFHCRHH3","B0I60OAVXT",157.536,2.03333333333333
"B0FFHCRHH3","B0FFKGBPOF",178.672,2.28333333333333
"B0FFHCRHH3","B0FFHD6O3A",191.084,2.43333333333333
"B0FFHCRHH3","B0FFJRXFMW",211.682,2.55
"B0FFHCRHH3","B0FFLHS22C",161.963,2.1
