"id","origin","org_city","org_district","destination","dest_city","dest_district","distance","duration","case","pallet","to","dayo","td","dayd","LTL"
597,"B01FE0J0V7","Wuxi","惠山区","B02001C3PG","Suzhou","张家港市",78.951,1.35,"JS",14,"08:00","day 0","20:00","day 0",5284.077316
598,"B01FE15UUN","Wuxi","江阴市","B0FFH61OBO","Suzhou","昆山市",101.48,1.43333333333333,"JS",13,"12:00","day 0","24:00","day 0",4906.643222
599,"B0FFJONTQ7","Changzhou","新北区","B0FFJ1CPHP","Shanghai","嘉定区",168.686,2.28333333333333,"JS",5,"12:00","day 0","24:00","day 0",1887.17047
600,"B0G0ZLYTOF","Nanjing","栖霞区","B0FFHY6PN3","Suzhou","常熟市",206.195,2.91666666666667,"JS",19,"12:00","day 0","24:00","day 0",7171.247786
601,"B0GUCU8FLD","Zhenjiang","句容市","B0FFF4JOKL","Suzhou","昆山市",235.504,2.98333333333333,"JS",11,"08:00","day 0","20:00","day 0",4151.775034
602,"B0GUCU8FLD","Zhenjiang","句容市","B0FFHD3E8G","Suzhou","吴中区",198.783,2.53333333333333,"JS",14,"12:00","day 0","24:00","day 0",5284.077316
603,"B0FFH3869T","Zhenjiang","句容市","B0FFK7ZQFN","Wuxi","江阴市",170.488,2.2,"JS",14,"12:00","day 0","24:00","day 0",5284.077316
604,"B0FFL9CGXN","Nanjing","栖霞区","B0FFK7ZQFN","Wuxi","江阴市",170.96,2.51666666666667,"JS",19,"12:00","day 0","24:00","day 0",7171.247786
605,"B0FFL7OZ0J","Wuxi","锡山区","B0FFHNXOVT","Suzhou","昆山市",110.813,1.6,"JS",7,"08:00","day 0","20:00","day 0",2642.038658
606,"B0FFH1DRA5","Nanjing","栖霞区","B0FFGJ1NAK","Suzhou","常熟市",219.034,2.6,"JS",18,"08:00","day 0","20:00","day 0",6793.813692
607,"B0GUCU8FLD","Zhenjiang","句容市","B0FFGJ1NAK","Suzhou","常熟市",191.785,2.5,"JS",20,"08:00","day 0","20:00","day 0",7548.68188
608,"B0FFL9CGXN","Nanjing","栖霞区","B0FFFU612V","Wuxi","江阴市",147.104,2.13333333333333,"JS",18,"08:00","day 0","20:00","day 0",6793.813692
609,"B0202173FW","Yangzhou","仪征市","B02001C3PG","Suzhou","张家港市",182.789,2.63333333333333,"JS",16,"08:00","day 0","20:00","day 0",6038.945504
610,"B0FFG9F43K","Changzhou","武进区","B0FFHFSCFH","Suzhou","吴中区",100.773,1.6,"JS",19,"08:00","day 0","20:00","day 0",7171.247786
611,"B0G13KYBJL","Nanjing","六合区","B0FFL7OZ0J","Wuxi","锡山区",210.787,2.73333333333333,"JS",16,"08:00","day 0","20:00","day 0",6038.945504
612,"B0FFHXJXZR","Changzhou","溧阳市","B01FE15UUN","Wuxi","江阴市",138.741,1.81666666666667,"JS",8,"08:00","day 0","20:00","day 0",3019.472752
613,"B0GUCU8FLD","Zhenjiang","句容市","B0FFI9JCED","Shanghai","青浦区",252.644,3.18333333333333,"JS",10,"08:00","day 0","20:00","day 0",3774.34094
614,"B0FFH3869T","Zhenjiang","句容市","B0FFG94S3Z","Shanghai","浦东新区",302.583,3.68333333333333,"JS",8,"12:00","day 0","24:00","day 0",3019.472752
615,"B0FFGYNGHQ","Changzhou","武进区","B02001C3PG","Suzhou","张家港市",82.697,1.28333333333333,"JS",17,"08:00","day 0","20:00","day 0",6416.379598
616,"B0FFL7OZ0J","Wuxi","锡山区","B0FFHD3E8G","Suzhou","吴中区",67.371,1.15,"JS",8,"08:00","day 0","20:00","day 0",3019.472752
617,"B0FFK83QI3","Nanjing","江宁区","B0FFHY6PN3","Suzhou","常熟市",203.03,2.41666666666667,"JS",13,"08:00","day 0","20:00","day 0",4906.643222
618,"B0G0NZW2VU","Nanjing","江宁区","B0FFG94S3Z","Shanghai","浦东新区",304.817,3.73333333333333,"JS",8,"08:00","day 0","20:00","day 0",3019.472752
619,"B0GUAXEBYM","Changzhou","武进区","B0FFL37B6B","Suzhou","昆山市",139.448,1.9,"JS",14,"12:00","day 0","24:00","day 0",5284.077316
620,"B0FFK4CQ2L","Changzhou","武进区","B0FFGAIWAV","Suzhou","昆山市",133.008,1.88333333333333,"JS",14,"12:00","day 0","24:00","day 0",5284.077316
621,"B0GUAXEBYM","Changzhou","武进区","B0FFF4JOKL","Suzhou","昆山市",141.651,1.95,"JS",5,"08:00","day 0","20:00","day 0",1887.17047
622,"B0FFJONTQ7","Changzhou","新北区","B0FFITJD3C","Wuxi","锡山区",90.111,1.76666666666667,"JS",18,"12:00","day 0","24:00","day 0",6793.813692
623,"B0FFHF2VI7","Wuxi","锡山区","B0FFGJ1NAK","Suzhou","常熟市",70.875,1.3,"JS",9,"12:00","day 0","24:00","day 0",3396.906846
624,"B0FFHXJXZR","Changzhou","溧阳市","B0FFGAIWAV","Suzhou","昆山市",189.509,2.3,"JS",9,"08:00","day 0","20:00","day 0",3396.906846
625,"B0FFGYNGHQ","Changzhou","武进区","B0FFGAIWAV","Suzhou","昆山市",139.771,1.81666666666667,"JS",5,"12:00","day 0","24:00","day 0",1887.17047
626,"B0FFFTQ4U7","Wuxi","江阴市","B0FFKZGWZ9","Suzhou","太仓市",83.213,1.33333333333333,"JS",11,"12:00","day 0","24:00","day 0",4151.775034
627,"B0FFK7ZQFN","Wuxi","江阴市","B0FFGIBTXI","Suzhou","太仓市",80.382,1.25,"JS",16,"08:00","day 0","20:00","day 0",6038.945504
628,"B0FFGYNGHQ","Changzhou","武进区","B0IG9RDYYV","Suzhou","吴中区",117,1.68333333333333,"JS",19,"12:00","day 0","24:00","day 0",7171.247786
629,"B0FFK4CQ2L","Changzhou","武进区","B0FFHNXOVT","Suzhou","昆山市",146.124,2.01666666666667,"JS",20,"08:00","day 0","20:00","day 0",7548.68188
630,"B0GUAXEBYM","Changzhou","武进区","B0FFHD3E8G","Suzhou","吴中区",92.071,1.35,"JS",9,"08:00","day 0","20:00","day 0",3396.906846
631,"B0FFHJD9U9","Wuxi","惠山区","B0FFGPRVIT","Shanghai","松江区",145.147,2.05,"JS",17,"12:00","day 0","24:00","day 0",6416.379598
632,"B01FE0J0V7","Wuxi","惠山区","B0G2MKTPMP","Shanghai","松江区",142.048,1.86666666666667,"JS",4,"08:00","day 0","20:00","day 0",1509.736376
633,"B0FFHF2VI7","Wuxi","锡山区","B0G2MKTPMP","Shanghai","松江区",123.092,1.75,"JS",8,"12:00","day 0","24:00","day 0",3019.472752
634,"B0FFG9F43K","Changzhou","武进区","B0FFHY6PN3","Suzhou","常熟市",83.387,1.3,"JS",18,"12:00","day 0","24:00","day 0",6793.813692
635,"B01FE15UUN","Wuxi","江阴市","B01FE15XQH","Wuxi","江阴市",62.712,1.35,"JS",9,"12:00","day 0","24:00","day 0",3396.906846
636,"B0FFLC9J93","Nanjing","浦口区","B02001C3PG","Suzhou","张家港市",235.175,3.26666666666667,"JS",5,"08:00","day 0","20:00","day 0",1887.17047
637,"B0FFH1DRA5","Nanjing","栖霞区","B00156GGDT","Shanghai","闵行区",316.378,3.9,"JS",16,"08:00","day 0","20:00","day 0",6038.945504
638,"B0FFL9Q85P","Nanjing","江宁区","B00156GGDT","Shanghai","闵行区",312.667,3.85,"JS",6,"12:00","day 0","24:00","day 0",2264.604564
639,"B00190CNHV","Nanjing","江宁区","B0FFHY6PN3","Suzhou","常熟市",213.885,2.6,"JS",19,"12:00","day 0","24:00","day 0",7171.247786
640,"B0FFFRS0IH","Nanjing","江宁区","B00156GGDT","Shanghai","闵行区",306.101,3.83333333333333,"JS",17,"12:00","day 0","24:00","day 0",6416.379598
641,"B0FFHJD9U9","Wuxi","惠山区","B00156D6K6","Shanghai","浦东新区",167.205,2.28333333333333,"JS",9,"12:00","day 0","24:00","day 0",3396.906846
642,"B0FFLC9J93","Nanjing","浦口区","B0FFKDRXE8","Shanghai","浦东新区",389.099,4.6,"JS",11,"08:00","day 0","20:00","day 0",4151.775034
643,"B0FFHJD9U9","Wuxi","惠山区","B0FFGJ1NAK","Suzhou","常熟市",80.725,1.35,"JS",16,"08:00","day 0","20:00","day 0",6038.945504
644,"B0FFJONTQ7","Changzhou","新北区","B0FFHDQA5M","Suzhou","常熟市",124.948,1.73333333333333,"JS",9,"12:00","day 0","24:00","day 0",3396.906846
645,"B0FFFRS0IH","Nanjing","江宁区","B00156D6K6","Shanghai","浦东新区",310.186,3.76666666666667,"JS",20,"12:00","day 0","24:00","day 0",7548.68188
646,"B0FFH1DRA5","Nanjing","栖霞区","B01FE15XQH","Wuxi","江阴市",146.84,2.2,"JS",19,"12:00","day 0","24:00","day 0",7171.247786
647,"B0G0ZLYTOF","Nanjing","栖霞区","B01FE15UUN","Wuxi","江阴市",188.839,2.76666666666667,"JS",4,"08:00","day 0","20:00","day 0",1509.736376
648,"B0202173FW","Yangzhou","仪征市","B0FFFTQ4U7","Wuxi","江阴市",183.269,2.41666666666667,"JS",18,"08:00","day 0","20:00","day 0",6793.813692
649,"B00190CNHV","Nanjing","江宁区","B0FFHJD9U9","Wuxi","惠山区",155.333,2.05,"JS",17,"12:00","day 0","24:00","day 0",6416.379598
650,"B0FFIS83Q7","Zhenjiang","丹阳市","B00156D6K6","Shanghai","浦东新区",246.99,3.31666666666667,"JS",16,"08:00","day 0","20:00","day 0",6038.945504
651,"B0FFL7OZ0J","Wuxi","锡山区","B0FFLCF954","Shanghai","宝山区",128.405,2.15,"JS",18,"12:00","day 0","24:00","day 0",6793.813692
652,"B0FFH1DRA5","Nanjing","栖霞区","B0FFKDRXE8","Shanghai","浦东新区",344.05,4.11666666666667,"JS",8,"08:00","day 0","20:00","day 0",3019.472752
653,"B01FE0J0V7","Wuxi","惠山区","B0FFHD3E8G","Suzhou","吴中区",81.88,1.28333333333333,"JS",12,"08:00","day 0","20:00","day 0",4529.209128
654,"B0FFITJD3C","Wuxi","锡山区","B0FFGAIWAV","Suzhou","昆山市",86.089,1.3,"JS",20,"12:00","day 0","24:00","day 0",7548.68188
655,"B01FE15UUN","Wuxi","江阴市","B0FFGAIWAV","Suzhou","昆山市",103.094,1.43333333333333,"JS",7,"12:00","day 0","24:00","day 0",2642.038658
656,"B01FE0J0V7","Wuxi","惠山区","B00156D6K6","Shanghai","浦东新区",176.311,2.33333333333333,"JS",17,"12:00","day 0","24:00","day 0",6416.379598
657,"B0FFHF2VI7","Wuxi","锡山区","B0FFGAIWAV","Suzhou","昆山市",93.25,1.48333333333333,"JS",13,"12:00","day 0","24:00","day 0",4906.643222
658,"B0FFHF2VI7","Wuxi","锡山区","B0FFHDQA5M","Suzhou","常熟市",80.183,1.3,"JS",19,"08:00","day 0","20:00","day 0",7171.247786
659,"B0GKC6MA4E","Yangzhou","仪征市","B0FFHJD9U9","Wuxi","惠山区",159.077,2.13333333333333,"JS",18,"12:00","day 0","24:00","day 0",6793.813692
660,"B0FFHCRHH3","Changzhou","天宁区","B01FE15UUN","Wuxi","江阴市",76.21,1.16666666666667,"JS",6,"12:00","day 0","24:00","day 0",2264.604564
661,"B0FFF4HNKG","Yangzhou","邗江区","B0FFGAIWAV","Suzhou","昆山市",221.145,2.96666666666667,"JS",5,"08:00","day 0","20:00","day 0",1887.17047
662,"B0FFFU612V","Wuxi","江阴市","B0FFHY6PN3","Suzhou","常熟市",71.886,1.2,"JS",6,"08:00","day 0","20:00","day 0",2264.604564
663,"B0FFFU612V","Wuxi","江阴市","B0IG9RDYYV","Suzhou","吴中区",96.407,1.5,"JS",9,"12:00","day 0","24:00","day 0",3396.906846
664,"B0FFJONTQ7","Changzhou","新北区","B0FFKDRXE8","Shanghai","浦东新区",236.815,3.1,"JS",14,"12:00","day 0","24:00","day 0",5284.077316
665,"B0FFJONTQ7","Changzhou","新北区","B0FFHFSCFH","Suzhou","吴中区",127.707,1.91666666666667,"JS",19,"12:00","day 0","24:00","day 0",7171.247786
666,"B0FFGTI293","Changzhou","新北区","B02000JJ21","Suzhou","吴中区",126.25,1.83333333333333,"JS",14,"12:00","day 0","24:00","day 0",5284.077316
667,"B0GKC6MA4E","Yangzhou","仪征市","B0FFFOM198","Suzhou","虎丘区",204.245,2.85,"JS",12,"12:00","day 0","24:00","day 0",4529.209128
668,"B0FFF8Z69A","Changzhou","钟楼区","B0FFGAIWAV","Suzhou","昆山市",159.215,2.23333333333333,"JS",6,"12:00","day 0","24:00","day 0",2264.604564
669,"B0FFLC9J93","Nanjing","浦口区","B01FE0J0V7","Wuxi","惠山区",198.594,2.91666666666667,"JS",14,"12:00","day 0","24:00","day 0",5284.077316
670,"B0G13KYBJL","Nanjing","六合区","B0FFH61OBO","Suzhou","昆山市",275.976,3.3,"JS",20,"12:00","day 0","24:00","day 0",7548.68188
671,"B01FE0J0V7","Wuxi","惠山区","B0FFKDRXE8","Shanghai","浦东新区",199.898,2.68333333333333,"JS",8,"12:00","day 0","24:00","day 0",3019.472752
672,"B0FFHJD9U9","Wuxi","惠山区","B0FFKDRXE8","Shanghai","浦东新区",190.792,2.65,"JS",10,"12:00","day 0","24:00","day 0",3774.34094
673,"B0FFK4CQ2L","Changzhou","武进区","B0FFJRVTYE","Shanghai","松江区",178.927,2.36666666666667,"JS",16,"08:00","day 0","20:00","day 0",6038.945504
674,"B0FFHE4XO4","Changzhou","武进区","B0FFLCF954","Shanghai","宝山区",168.084,2.83333333333333,"JS",16,"12:00","day 0","24:00","day 0",6038.945504
675,"B0FFL9Q85P","Nanjing","江宁区","B01FE0J0V7","Wuxi","惠山区",154.003,2.06666666666667,"JS",6,"08:00","day 0","20:00","day 0",2264.604564
676,"B0G3AZBRXL","Yangzhou","广陵区","B0FFJ1CPHP","Shanghai","嘉定区",241.577,2.96666666666667,"JS",20,"08:00","day 0","20:00","day 0",7548.68188
677,"B0GUCU8FLD","Zhenjiang","句容市","B01FE15XQH","Wuxi","江阴市",117.118,1.85,"JS",13,"08:00","day 0","20:00","day 0",4906.643222
678,"B0G0ZLYTOF","Nanjing","栖霞区","B0FFK7ZQFN","Wuxi","江阴市",170.326,2.56666666666667,"JS",7,"08:00","day 0","20:00","day 0",2642.038658
679,"B0GUCU8FLD","Zhenjiang","句容市","B0FFK7ZQFN","Wuxi","江阴市",154.438,2.01666666666667,"JS",9,"08:00","day 0","20:00","day 0",3396.906846
680,"B0GKC6MA4E","Yangzhou","仪征市","B01FE15XQH","Wuxi","江阴市",134.107,2.13333333333333,"JS",11,"08:00","day 0","20:00","day 0",4151.775034
681,"B0FFK7ZQFN","Wuxi","江阴市","B0FFI9JCED","Shanghai","青浦区",127.441,1.8,"JS",17,"12:00","day 0","24:00","day 0",6416.379598
682,"B01FE0J0V7","Wuxi","惠山区","B0FFHFSCFH","Suzhou","吴中区",90.79,1.51666666666667,"JS",11,"08:00","day 0","20:00","day 0",4151.775034
683,"B0FFFRXR3L","Yangzhou","宝应县","B00156GGDT","Shanghai","闵行区",372.336,5.16666666666667,"JS",9,"12:00","day 0","24:00","day 0",3396.906846
684,"B0FFGTI293","Changzhou","新北区","B02000JR6M","Suzhou","相城区",101.584,1.55,"JS",8,"08:00","day 0","20:00","day 0",3019.472752
685,"B0FFGTI293","Changzhou","新北区","B0FFHC9CJ8","Suzhou","相城区",96.318,1.6,"JS",10,"12:00","day 0","24:00","day 0",3774.34094
686,"B0FFFRS0IH","Nanjing","江宁区","B0FFI8WH5V","Suzhou","姑苏区",196.581,2.43333333333333,"JS",15,"12:00","day 0","24:00","day 0",5661.51141
687,"B00190CNHV","Nanjing","江宁区","B0FFI8WH5V","Suzhou","姑苏区",203.316,2.6,"JS",6,"08:00","day 0","20:00","day 0",2264.604564
688,"B0FFK83QI3","Nanjing","江宁区","B0FFHD3E8G","Suzhou","吴中区",211.506,2.46666666666667,"JS",9,"12:00","day 0","24:00","day 0",3396.906846
689,"B0G13KYBJL","Nanjing","六合区","B0IG9RDYYV","Suzhou","吴中区",254.819,3.1,"JS",6,"12:00","day 0","24:00","day 0",2264.604564
690,"B0HDRHT0UU","Nanjing","浦口区","B02000JJ21","Suzhou","吴中区",251.048,3.2,"JS",7,"08:00","day 0","20:00","day 0",2642.038658
691,"B0HDRHT0UU","Nanjing","浦口区","B0FFJ1CPHP","Shanghai","嘉定区",299.655,3.6,"JS",9,"08:00","day 0","20:00","day 0",3396.906846
692,"B0GUCU8FLD","Zhenjiang","句容市","B0FFKDRXE8","Shanghai","浦东新区",316.8,3.96666666666667,"JS",20,"08:00","day 0","20:00","day 0",7548.68188
693,"B0FFL9Q85P","Nanjing","江宁区","B0FFKZGWZ9","Suzhou","太仓市",250.772,3.03333333333333,"JS",4,"12:00","day 0","24:00","day 0",1509.736376
694,"B0FFF8Z69A","Changzhou","钟楼区","B0FFH61OBO","Suzhou","昆山市",157.601,2.21666666666667,"JS",19,"12:00","day 0","24:00","day 0",7171.247786
695,"B0FFF8Z69A","Changzhou","钟楼区","B0FFHNXOVT","Suzhou","昆山市",172.331,2.35,"JS",9,"12:00","day 0","24:00","day 0",3396.906846
696,"B0FFIS83Q7","Zhenjiang","丹阳市","B0FFH61OBO","Suzhou","昆山市",181.271,2.46666666666667,"JS",5,"08:00","day 0","20:00","day 0",1887.17047
697,"B0FFIS83Q7","Zhenjiang","丹阳市","B0FFGAIWAV","Suzhou","昆山市",182.885,2.46666666666667,"JS",14,"12:00","day 0","24:00","day 0",5284.077316
698,"B0FFLC9J93","Nanjing","浦口区","B0FFH6WPC3","Shanghai","金山区",337.292,4.4,"JS",10,"08:00","day 0","20:00","day 0",3774.34094
699,"B0FFK83QI3","Nanjing","江宁区","B0FFH61OBO","Suzhou","昆山市",240.218,2.75,"JS",8,"08:00","day 0","20:00","day 0",3019.472752
700,"B00190CNHV","Nanjing","江宁区","B0FFH61OBO","Suzhou","昆山市",251.202,3.1,"JS",13,"12:00","day 0","24:00","day 0",4906.643222
701,"B01FE0J0V7","Wuxi","惠山区","B0IG9RDYYV","Suzhou","吴中区",89.435,1.41666666666667,"JS",6,"12:00","day 0","24:00","day 0",2264.604564
702,"B0FFHF2VI7","Wuxi","锡山区","B0FFFA2AO6","Shanghai","松江区",134.225,1.96666666666667,"JS",15,"12:00","day 0","24:00","day 0",5661.51141
703,"B0FFITJD3C","Wuxi","锡山区","B0FFG94S3Z","Shanghai","浦东新区",143.513,1.9,"JS",13,"08:00","day 0","20:00","day 0",4906.643222
704,"B0FFHJD9U9","Wuxi","惠山区","B0FFH61OBO","Suzhou","昆山市",101.486,1.56666666666667,"JS",8,"08:00","day 0","20:00","day 0",3019.472752
705,"B0FFFRS0IH","Nanjing","江宁区","B0FFGAIWAV","Suzhou","昆山市",246.081,2.95,"JS",11,"12:00","day 0","24:00","day 0",4151.775034
706,"B0FFK7ZQFN","Wuxi","江阴市","B0FFJRVTYE","Shanghai","松江区",149.825,1.91666666666667,"JS",13,"08:00","day 0","20:00","day 0",4906.643222
707,"B00190CNHV","Nanjing","江宁区","B0G2MKTPMP","Shanghai","松江区",282.658,3.4,"JS",18,"08:00","day 0","20:00","day 0",6793.813692
708,"B0FFFRS0IH","Nanjing","江宁区","B0FFLCF954","Shanghai","宝山区",272.789,3.58333333333333,"JS",19,"08:00","day 0","20:00","day 0",7171.247786
709,"B0FFK7ZQFN","Wuxi","江阴市","B0FFHNXOVT","Suzhou","昆山市",126.397,1.7,"JS",11,"08:00","day 0","20:00","day 0",4151.775034
710,"B01FE15XQH","Wuxi","江阴市","B0FFI9JCED","Shanghai","青浦区",164.802,2.28333333333333,"JS",6,"08:00","day 0","20:00","day 0",2264.604564
711,"B0FFK7ZQFN","Wuxi","江阴市","B0FFG94S3Z","Shanghai","浦东新区",142.431,1.91666666666667,"JS",12,"12:00","day 0","24:00","day 0",4529.209128
712,"B0FFHE4XO4","Changzhou","武进区","B0FFFOM198","Suzhou","虎丘区",88.841,1.35,"JS",7,"08:00","day 0","20:00","day 0",2642.038658
713,"B0FFGYNGHQ","Changzhou","武进区","B0FFFOM198","Suzhou","虎丘区",71.673,1.23333333333333,"JS",6,"12:00","day 0","24:00","day 0",2264.604564
714,"B0FFHCRHH3","Changzhou","天宁区","B0FFFOM198","Suzhou","虎丘区",80.053,1.3,"JS",12,"12:00","day 0","24:00","day 0",4529.209128
715,"B0G0ZLYTOF","Nanjing","栖霞区","B01FE15XQH","Wuxi","江阴市",135.479,2.6,"JS",17,"08:00","day 0","20:00","day 0",6416.379598
716,"B0FFK83QI3","Nanjing","江宁区","B01FE15UUN","Wuxi","江阴市",185.674,2.23333333333333,"JS",11,"12:00","day 0","24:00","day 0",4151.775034
717,"B0FFHE4XO4","Changzhou","武进区","B0FFFTQ4U7","Wuxi","江阴市",70.431,1.45,"JS",16,"08:00","day 0","20:00","day 0",6038.945504
718,"B0G0NZW2VU","Nanjing","江宁区","B0FFI8WH5V","Suzhou","姑苏区",197.893,2.58333333333333,"JS",14,"12:00","day 0","24:00","day 0",5284.077316
719,"B0G0ZLYTOF","Nanjing","栖霞区","B0FFJ1CPHP","Shanghai","嘉定区",264.56,3.6,"JS",5,"12:00","day 0","24:00","day 0",1887.17047
720,"B0FFH70JG8","Nanjing","鼓楼区","B0FFHC9CJ8","Suzhou","相城区",207.26,2.63333333333333,"JS",5,"12:00","day 0","24:00","day 0",1887.17047
721,"B0FFFRS0IH","Nanjing","江宁区","B0FFHDQA5M","Suzhou","常熟市",221.906,2.63333333333333,"JS",16,"12:00","day 0","24:00","day 0",6038.945504
722,"B0FFHE4XO4","Changzhou","武进区","B0FFI8WH5V","Suzhou","姑苏区",92.005,1.51666666666667,"JS",20,"12:00","day 0","24:00","day 0",7548.68188
723,"B0G0NZW2VU","Nanjing","江宁区","B0FFH61OBO","Suzhou","昆山市",245.779,3.08333333333333,"JS",13,"08:00","day 0","20:00","day 0",4906.643222
724,"B00190CNHV","Nanjing","江宁区","B0FFGIBTXI","Suzhou","太仓市",249.174,3.05,"JS",6,"12:00","day 0","24:00","day 0",2264.604564
725,"B0202173FW","Yangzhou","仪征市","B01FE0J0V7","Wuxi","惠山区",159.89,2.08333333333333,"JS",7,"08:00","day 0","20:00","day 0",2642.038658
726,"B0FFITJD3C","Wuxi","锡山区","B0FFGO36Q6","Shanghai","浦东新区",155.228,2.13333333333333,"JS",13,"12:00","day 0","24:00","day 0",4906.643222
727,"B01FE0J0V7","Wuxi","惠山区","B0FFH61OBO","Suzhou","昆山市",110.592,1.55,"JS",14,"08:00","day 0","20:00","day 0",5284.077316
728,"B0FFHLH9SB","Zhenjiang","京口区","B01FE0J0V7","Wuxi","惠山区",94.061,1.45,"JS",20,"08:00","day 0","20:00","day 0",7548.68188
729,"B0FFHXJXZR","Changzhou","溧阳市","B0FFH61OBO","Suzhou","昆山市",187.895,2.31666666666667,"JS",7,"08:00","day 0","20:00","day 0",2642.038658
730,"B01FE15UUN","Wuxi","江阴市","B0FFKZGWZ9","Suzhou","太仓市",78.483,1.31666666666667,"JS",6,"12:00","day 0","24:00","day 0",2264.604564
731,"B0FFHE4XO4","Changzhou","武进区","B0FFH6WPC3","Shanghai","金山区",194.866,2.83333333333333,"JS",13,"08:00","day 0","20:00","day 0",4906.643222
732,"B0FFL7OZ0J","Wuxi","锡山区","B0FFKZGWZ9","Suzhou","太仓市",99.822,1.5,"JS",11,"08:00","day 0","20:00","day 0",4151.775034
733,"B0FFH3869T","Zhenjiang","句容市","B0FFHNXOVT","Suzhou","昆山市",258.275,3.15,"JS",15,"08:00","day 0","20:00","day 0",5661.51141
734,"B0G0ZLYTOF","Nanjing","栖霞区","B0FFGAIWAV","Suzhou","昆山市",244.997,3.38333333333333,"JS",7,"12:00","day 0","24:00","day 0",2642.038658
735,"B0FFL9CGXN","Nanjing","栖霞区","B0FFL7OZ0J","Wuxi","锡山区",178.828,2.65,"JS",5,"08:00","day 0","20:00","day 0",1887.17047
736,"B0FFFTQ4U7","Wuxi","江阴市","B0FFKSVI1S","Shanghai","奉贤区",156.306,2.31666666666667,"JS",9,"12:00","day 0","24:00","day 0",3396.906846
737,"B0FFLC9J93","Nanjing","浦口区","B0FFFU612V","Wuxi","江阴市",193.593,2.75,"JS",14,"12:00","day 0","24:00","day 0",5284.077316
738,"B0FFF4HNKG","Yangzhou","邗江区","B00156GGDT","Shanghai","闵行区",281.165,3.85,"JS",19,"12:00","day 0","24:00","day 0",7171.247786
739,"B0FFK83QI3","Nanjing","江宁区","B01FE15XQH","Wuxi","江阴市",132.314,2.01666666666667,"JS",20,"08:00","day 0","20:00","day 0",7548.68188
740,"B0G0NZW2VU","Nanjing","江宁区","B0FFFU612V","Wuxi","江阴市",148.737,1.9,"JS",11,"12:00","day 0","24:00","day 0",4151.775034
741,"B0GUAXEBYM","Changzhou","武进区","B0FFI9JCED","Shanghai","青浦区",158.791,2.11666666666667,"JS",5,"08:00","day 0","20:00","day 0",1887.17047
742,"B0FFIS83Q7","Zhenjiang","丹阳市","B0FFG94S3Z","Shanghai","浦东新区",240.309,3.2,"JS",16,"12:00","day 0","24:00","day 0",6038.945504
743,"B0G13KYBJL","Nanjing","六合区","B00156D6K6","Shanghai","浦东新区",341.695,4.23333333333333,"JS",8,"08:00","day 0","20:00","day 0",3019.472752
744,"B0FFFU612V","Wuxi","江阴市","B02000JJ21","Suzhou","吴中区",90.134,1.41666666666667,"JS",20,"12:00","day 0","24:00","day 0",7548.68188
745,"B0FFFTQ4U7","Wuxi","江阴市","B0FFI9JCED","Shanghai","青浦区",136.852,1.93333333333333,"JS",10,"08:00","day 0","20:00","day 0",3774.34094
746,"B0FFK83QI3","Nanjing","江宁区","B0FFGIBTXI","Suzhou","太仓市",238.319,2.83333333333333,"JS",20,"12:00","day 0","24:00","day 0",7548.68188
747,"B0G0NZW2VU","Nanjing","江宁区","B0FFGIBTXI","Suzhou","太仓市",243.751,3.05,"JS",15,"08:00","day 0","20:00","day 0",5661.51141
748,"B0G0NZW2VU","Nanjing","江宁区","B0FFKZGWZ9","Suzhou","太仓市",245.389,3.05,"JS",19,"12:00","day 0","24:00","day 0",7171.247786
749,"B0G0ZLYTOF","Nanjing","栖霞区","B0FFI9JCED","Shanghai","青浦区",268.532,3.75,"JS",20,"08:00","day 0","20:00","day 0",7548.68188
750,"B0FFF4HNKG","Yangzhou","邗江区","B02000JR6M","Suzhou","相城区",167.435,2.43333333333333,"JS",15,"12:00","day 0","24:00","day 0",5661.51141
751,"B0FFITJD3C","Wuxi","锡山区","B0FFGJ1NAK","Suzhou","常熟市",63.714,1.18333333333333,"JS",6,"12:00","day 0","24:00","day 0",2264.604564
752,"B0FFITJD3C","Wuxi","锡山区","B0FFHY6PN3","Suzhou","常熟市",64.451,1.06666666666667,"JS",8,"12:00","day 0","24:00","day 0",3019.472752
753,"B0FFLC9J93","Nanjing","浦口区","B0FFH62FC9","Shanghai","金山区",352.936,4.43333333333333,"JS",5,"08:00","day 0","20:00","day 0",1887.17047
754,"B0FFLC9J93","Nanjing","浦口区","B00156D6K6","Shanghai","浦东新区",365.512,4.46666666666667,"JS",5,"08:00","day 0","20:00","day 0",1887.17047
755,"B0FFK7ZQFN","Wuxi","江阴市","B0FFGO36Q6","Shanghai","浦东新区",154.146,2.15,"JS",19,"08:00","day 0","20:00","day 0",7171.247786
756,"B0FFL9Q85P","Nanjing","江宁区","B0FFF4JOKL","Suzhou","昆山市",259.042,3.08333333333333,"JS",10,"08:00","day 0","20:00","day 0",3774.34094
757,"B0FFH1DRA5","Nanjing","栖霞区","B01FE0J0V7","Wuxi","惠山区",157.714,2,"JS",13,"08:00","day 0","20:00","day 0",4906.643222
758,"B0FFGTI293","Changzhou","新北区","B0FFG94S3Z","Shanghai","浦东新区",212.718,2.7,"JS",7,"08:00","day 0","20:00","day 0",2642.038658
759,"B0FFJONTQ7","Changzhou","新北区","B0FFLCF954","Shanghai","宝山区",175.831,2.73333333333333,"JS",18,"08:00","day 0","20:00","day 0",6793.813692
